Country,Survey,PopClass,FoodexL1,Metrics,NrConsumers,PercConsumers,Mean,STD,P5,P10,Median,P95,P97,P99
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Elderly,"Herbs, spices and condiments",A.01.001580,285,98.30,8.51,12.01,0.61,0.87,4.99,31.92,46.47,68.06
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Elderly,Products for special nutritional use,A.01.001748,12,4.10,2.57,3.2,0.33,0.41,1.17,10,10,10
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Elderly,Composite food (including frozen products),A.01.001789,53,18.30,58.23,41.59,25,25,36.67,150,177.73,191.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Elderly,"Snacks, desserts, and other foods",A.01.001877,62,21.40,31.34,41.19,0.5,0.5,23.33,100,166.67,210.42
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Grains and grain-based products,A.01.000001,228,100.00,245.64,97.45,105.97,135.83,234.18,420.15,446.36,544.87
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,227,99.60,209.41,109.35,71.69,92.08,187.66,422.29,483.09,534.5
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Starchy roots and tubers,A.01.000467,172,75.40,70.79,52.79,7,10.59,59.69,170.3,201.6,244.73
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,89,39.00,30.86,27.26,3.15,5.79,23.04,75.59,79.73,183.2
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Fruit and fruit products,A.01.000544,220,96.50,257.9,164.73,50,63.34,228.31,525,660.67,723
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Meat and meat products (including edible offal),A.01.000727,225,98.70,91.53,46.37,27.43,36.07,84.07,177.24,196.46,225.15
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,131,57.50,50.47,36.44,5.36,9.38,50,120,140.82,199.36
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Milk and dairy products,A.01.000948,226,99.10,216.94,131.38,25.67,44.07,212.6,435.83,473.96,568.33
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Eggs and egg products,A.01.001252,163,71.50,28.16,19.17,3.82,5.12,24,59.95,74.8,90.11
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Sugar and confectionary,A.01.001267,202,88.60,21.86,16.3,2.67,5.33,18.37,49.57,61.33,80
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Animal and vegetable fats and oils,A.01.001346,228,100.00,33.45,12.73,13.71,18.63,32.19,55.69,60.26,67.23
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Fruit and vegetable juices,A.01.001394,93,40.80,58.58,99.53,0.83,1.09,8,263.33,268.8,608.83
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,211,92.50,140.12,107.18,16.67,37.5,118.33,360,415.83,497.5
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Alcoholic beverages,A.01.001534,162,71.10,123.08,139.14,0,0,106.67,360,480,680.12
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Drinking water (water without any additives except,A.01.001573,224,98.20,645.85,289.48,255,308.33,609.17,"1,160.00","1,333.33","1,520.00"
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,"Herbs, spices and condiments",A.01.001580,222,97.40,8.65,14.55,0.39,0.67,3.95,43.32,58.35,73.4
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Food for infants and small children,A.01.001715,2,0.90,30.17,32.76,7,7,30.17,53.33,53.33,53.33
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Products for special nutritional use,A.01.001748,20,8.80,44.95,107.49,0.36,0.8,4.45,320,386.67,386.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,Composite food (including frozen products),A.01.001789,34,14.90,56.72,37.68,16.67,25,45.83,125,210,210
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Very elderly,"Snacks, desserts, and other foods",A.01.001877,51,22.40,27.05,30.41,0.5,0.5,25,83.33,92.83,153.33
Latvia,National Dietary Survey,Other children,Grains and grain-based products,A.01.000001,187,100.00,168.92,111.98,40,55,150,398,470,518
Latvia,National Dietary Survey,Other children,Vegetables and vegetable products (including fungi,A.01.000317,103,55.10,88.74,127.98,10,20,54,250,415,500
Latvia,National Dietary Survey,Other children,Starchy roots and tubers,A.01.000467,157,84.00,112.06,87.73,30,40,100,225,325,385
Latvia,National Dietary Survey,Other children,"Legumes, nuts and oilseeds",A.01.000486,16,8.60,29.38,21.28,5,10,20,75,75,75
Latvia,National Dietary Survey,Other children,Fruit and fruit products,A.01.000544,141,75.40,153.78,135.84,15,17.5,120,390,575,650
Latvia,National Dietary Survey,Other children,Meat and meat products (including edible offal),A.01.000727,164,87.70,85.97,58.52,20,22.5,75,195,210,267.5
Latvia,National Dietary Survey,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,31,16.60,32.49,24.07,12.5,12.5,22.5,95,105,105
Latvia,National Dietary Survey,Other children,Milk and dairy products,A.01.000948,183,97.90,174.47,132.25,14.65,25,141.1,430,517.5,564.65
Latvia,National Dietary Survey,Other children,Eggs and egg products,A.01.001252,32,17.10,32.27,12.09,17.5,25,25,50,50,50
Latvia,National Dietary Survey,Other children,Sugar and confectionary,A.01.001267,140,74.90,30.11,27.69,2.5,5,22.5,90,100,124.5
Latvia,National Dietary Survey,Other children,Animal and vegetable fats and oils,A.01.001346,141,75.40,12.67,10,2.5,5,10,31,40,47.5
Latvia,National Dietary Survey,Other children,Fruit and vegetable juices,A.01.001394,88,47.10,129.89,75.02,50,75,100,300,325,450
Latvia,National Dietary Survey,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,177,94.70,317.9,167.8,100,120,285,590,755,990
Latvia,National Dietary Survey,Other children,Alcoholic beverages,A.01.001534,2,1.10,100,0,100,100,100,100,100,100
Latvia,National Dietary Survey,Other children,Drinking water (water without any additives except,A.01.001573,70,37.40,225.08,206.31,50,50,150,685,894,"1,000.00"
Latvia,National Dietary Survey,Other children,"Herbs, spices and condiments",A.01.001580,106,56.70,30.92,29.6,2.5,5,25,100,105,120
Latvia,National Dietary Survey,Other children,Composite food (including frozen products),A.01.001789,178,95.20,209.3,115.76,50,75,190,390,445,665
Latvia,National Dietary Survey,Other children,"Snacks, desserts, and other foods",A.01.001877,85,45.50,61.98,47.96,15,20,50,145,160,300
Latvia,National Dietary Survey,Adolescents,Grains and grain-based products,A.01.000001,452,99.80,208.44,132.79,47.5,75.5,178.75,455,560,717.5
Latvia,National Dietary Survey,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,297,65.60,83.82,77.48,10,15,50,265,305,355
Latvia,National Dietary Survey,Adolescents,Starchy roots and tubers,A.01.000467,394,87.00,145.01,91.51,33.75,50,125,342.5,375,425
Latvia,National Dietary Survey,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,58,12.80,49.09,42.99,10,15,43.75,150,200,220
Latvia,National Dietary Survey,Adolescents,Fruit and fruit products,A.01.000544,331,73.10,165.15,161.32,15,25,120,445,590,700
Latvia,National Dietary Survey,Adolescents,Meat and meat products (including edible offal),A.01.000727,423,93.40,112.05,96.29,15,25,90,280,350,425
Latvia,National Dietary Survey,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,57,12.60,45.48,29.28,12.3,12.5,40,100,112.5,130
Latvia,National Dietary Survey,Adolescents,Milk and dairy products,A.01.000948,435,96.00,170.79,151.26,15,25,132.75,482.75,552.5,625
Latvia,National Dietary Survey,Adolescents,Eggs and egg products,A.01.001252,84,18.50,41.25,27.1,20,25,25,90,100,200
Latvia,National Dietary Survey,Adolescents,Sugar and confectionary,A.01.001267,348,76.80,33.66,32.45,5,7,25,100,135,170
Latvia,National Dietary Survey,Adolescents,Animal and vegetable fats and oils,A.01.001346,335,74.00,17.62,15.89,2.5,5,13,45,57.5,72.5
Latvia,National Dietary Survey,Adolescents,Fruit and vegetable juices,A.01.001394,251,55.40,158.18,108.67,70,75,125,360,400,750
Latvia,National Dietary Survey,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,448,98.90,392.01,216.57,110,150,350,780,910,"1,020.00"
Latvia,National Dietary Survey,Adolescents,Alcoholic beverages,A.01.001534,11,2.40,131.36,120.83,10,10,100,350,350,350
Latvia,National Dietary Survey,Adolescents,Drinking water (water without any additives except,A.01.001573,207,45.70,237.52,269.24,50,70,150,750,930,"1,575.00"
Latvia,National Dietary Survey,Adolescents,"Herbs, spices and condiments",A.01.001580,270,59.60,39.28,32.78,5,7.5,33.75,100,125,150
Latvia,National Dietary Survey,Adolescents,Products for special nutritional use,A.01.001748,3,0.70,110,48.22,75,75,90,165,165,165
Latvia,National Dietary Survey,Adolescents,Composite food (including frozen products),A.01.001789,427,94.30,235.62,141,50,75,215,505,560,650
Latvia,National Dietary Survey,Adolescents,"Snacks, desserts, and other foods",A.01.001877,206,45.50,67.33,54.28,15,22.5,50,160,225,275
Latvia,National Dietary Survey,Adults,Grains and grain-based products,A.01.000001,"1,262",99.30,223.55,141.34,50,75,197.5,485,590,700
Latvia,National Dietary Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,941,74.00,121.09,111.31,15,25,90,315,425,605
Latvia,National Dietary Survey,Adults,Starchy roots and tubers,A.01.000467,"1,064",83.70,154.43,99.35,40,50,135,350,400,475
Latvia,National Dietary Survey,Adults,"Legumes, nuts and oilseeds",A.01.000486,112,8.80,48.39,36.84,10,10,35,125,125,150
Latvia,National Dietary Survey,Adults,Fruit and fruit products,A.01.000544,778,61.20,176.52,160.67,15,25,125,475,600,827.5
Latvia,National Dietary Survey,Adults,Meat and meat products (including edible offal),A.01.000727,"1,164",91.60,148.13,107.92,25,40,122.5,350,420,495
Latvia,National Dietary Survey,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,361,28.40,64.41,49.4,12.5,15,50,152.5,200,240
Latvia,National Dietary Survey,Adults,Milk and dairy products,A.01.000948,"1,180",92.80,154.5,143.5,10,17.5,117.5,425,570,675
Latvia,National Dietary Survey,Adults,Eggs and egg products,A.01.001252,239,18.80,46.73,28.51,22.5,25,50,100,125,150
Latvia,National Dietary Survey,Adults,Sugar and confectionary,A.01.001267,938,73.80,29.91,27.05,2.5,5,22.5,80.1,100,134.15
Latvia,National Dietary Survey,Adults,Animal and vegetable fats and oils,A.01.001346,969,76.20,19.44,17.71,2.5,5,15,54.5,66,80.5
Latvia,National Dietary Survey,Adults,Fruit and vegetable juices,A.01.001394,431,33.90,160.47,116.94,75,80,125,375,500,525
Latvia,National Dietary Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,261",99.20,511.98,261.46,200,240,475,940,"1,150.00","1,490.00"
Latvia,National Dietary Survey,Adults,Alcoholic beverages,A.01.001534,269,21.20,327.5,307.22,30,50,250,850,"1,000.00","1,250.00"
Latvia,National Dietary Survey,Adults,Drinking water (water without any additives except,A.01.001573,565,44.50,265.86,278.55,55,80,175,850,"1,025.00","1,500.00"
Latvia,National Dietary Survey,Adults,"Herbs, spices and condiments",A.01.001580,736,57.90,38.83,36.51,5,5.02,25,120,130,165
Latvia,National Dietary Survey,Adults,Products for special nutritional use,A.01.001748,4,0.30,193.75,65.75,125,125,200,250,250,250
Latvia,National Dietary Survey,Adults,Composite food (including frozen products),A.01.001789,"1,216",95.70,294.53,177.17,50,100,275,625,705,800
Latvia,National Dietary Survey,Adults,"Snacks, desserts, and other foods",A.01.001877,242,19.00,62.78,42.65,20,22.5,50,150,175,187.5
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Grains and grain-based products,A.01.000001,447,100.00,192.89,68.26,100.52,115.5,182.5,326.15,356.72,397.2
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Vegetables and vegetable products (including fungi,A.01.000317,374,83.70,80.67,58.05,8.9,13.21,70.82,191.72,228.93,267.65
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Starchy roots and tubers,A.01.000467,346,77.40,119.71,80.51,37.25,38.75,100.41,274.64,334.48,361.95
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Legumes, nuts and oilseeds",A.01.000486,89,19.90,20.62,17.66,2.89,5,15,50,62.61,110
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Fruit and fruit products,A.01.000544,365,81.70,110.29,73.17,17.25,28.3,95.65,244.15,266.75,328.8
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Meat and meat products (including edible offal),A.01.000727,418,93.50,76.5,56.74,11.39,16.85,63.29,196.75,222.79,260.87
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,47,10.50,40.05,33.13,2.88,4.83,33.33,111.67,111.67,115.67
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Milk and dairy products,A.01.000948,436,97.50,378.02,258.52,38.5,85,350.05,814.2,"1,023.40","1,222.78"
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Eggs and egg products,A.01.001252,92,20.60,21.33,16.79,3.11,4.41,25,50,57.05,100
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Sugar and confectionary,A.01.001267,435,97.30,38.86,27.05,6.5,10,34,91.5,112,127.2
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Animal and vegetable fats and oils,A.01.001346,444,99.30,24.71,16.42,4.65,6.27,22.33,53.89,63.15,75.3
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Fruit and vegetable juices,A.01.001394,187,41.80,176.97,149.89,18,62.5,120.85,450,558.4,883.35
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,439,98.20,455.2,298.68,40.65,107.55,408.35,986.15,"1,166.70","1,315.75"
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Alcoholic beverages,A.01.001534,7,1.60,10.39,13.15,0.17,0.17,10,37.53,37.53,37.53
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Drinking water (water without any additives except,A.01.001573,410,91.70,389.38,313.6,28.25,66.65,336.31,979.25,"1,168.75","1,408.55"
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Herbs, spices and condiments",A.01.001580,394,88.10,24.47,21.17,2.18,4.01,18.78,65.96,75.75,96.55
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Food for infants and small children,A.01.001715,70,15.70,15.06,8.25,4,5.5,14.5,30,37,45
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Products for special nutritional use,A.01.001748,162,36.20,20.1,59.24,0.4,0.45,1,165,250,282.5
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Composite food (including frozen products),A.01.001789,337,75.40,95.38,83.07,12.41,22.78,74.38,269.44,315,382.18
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Snacks, desserts, and other foods",A.01.001877,360,80.50,85.55,59.45,12.5,20,72.1,197.1,226.6,252.75
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Grains and grain-based products,A.01.000001,"1,142",100.00,226.84,90.53,100.87,123.46,217.21,389.27,433.84,488.27
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,"1,037",90.80,97.14,68.34,10.82,19.72,84.99,227.21,258.18,319.94
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Starchy roots and tubers,A.01.000467,900,78.80,145.57,91.2,37.25,52.27,123.28,330.43,373.93,427.5
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,245,21.50,24.76,21.42,2.4,3.6,20,65,72.99,100
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Fruit and fruit products,A.01.000544,842,73.70,105.94,84.76,8.22,17.5,82.5,256.65,299.45,402.5
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Meat and meat products (including edible offal),A.01.000727,"1,080",94.60,97.6,69.07,16,24,81.6,238.09,281,325.59
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,159,13.90,44.82,44.74,4.45,7.99,29,133.33,175,223.97
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Milk and dairy products,A.01.000948,"1,111",97.30,366.92,255.05,29.39,78.23,332.73,820.7,942.57,"1,124.65"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Eggs and egg products,A.01.001252,209,18.30,19.98,16.08,2.54,3.85,17.35,50,51.85,75
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Sugar and confectionary,A.01.001267,"1,089",95.40,38.18,32.84,3.4,6,30.6,97.15,127,165
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Animal and vegetable fats and oils,A.01.001346,"1,128",98.80,27.26,20.11,3.74,6.35,23.7,62.63,75.07,98.7
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Fruit and vegetable juices,A.01.001394,533,46.70,200.68,161.88,1.1,58.35,160,500.1,675,771.65
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,111",97.30,664.09,403.54,120.85,187.45,621.05,"1,418.80","1,604.10","1,845.85"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Alcoholic beverages,A.01.001534,104,9.10,415.23,792.11,0.82,0.99,150,"1,445.90","2,940.00","3,720.00"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Drinking water (water without any additives except,A.01.001573,995,87.10,496.56,440.37,41.25,74.17,383.35,"1,334.15","1,614.15","2,125.00"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Herbs, spices and condiments",A.01.001580,"1,030",90.20,33.8,29.9,3.75,5.82,25.58,87.81,114.66,146.76
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Food for infants and small children,A.01.001715,64,5.60,21.1,33.15,6,6,15,45,100,250
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Products for special nutritional use,A.01.001748,320,28.00,86.33,135.1,0.45,0.45,1.8,330.9,500,504.41
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Composite food (including frozen products),A.01.001789,902,79.00,120.76,97.59,19.21,25.63,91.09,311.34,392.11,460.3
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Snacks, desserts, and other foods",A.01.001877,851,74.50,88.21,73.95,12.5,17.5,72.1,228.7,252.1,287
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Grains and grain-based products,A.01.000001,"2,051",99.70,224.31,94.39,94.9,117.21,215,404.5,443,494.5
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,930",93.80,136.2,93.5,15,30,122.46,310.71,374.42,423.11
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Starchy roots and tubers,A.01.000467,"1,582",76.90,145.74,96.73,31.05,42,123.28,327.76,377.1,484.7
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Legumes, nuts and oilseeds",A.01.000486,593,28.80,32.03,30.35,2.6,5,25,92.69,119,140
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Fruit and fruit products,A.01.000544,"1,567",76.20,134.37,110.28,7.78,17.39,109.4,342.5,404.7,513.2
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Meat and meat products (including edible offal),A.01.000727,"1,961",95.30,124.55,91.2,20.09,32,103.2,288.05,356.21,458.57
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,526,25.60,54.63,46.1,5.61,8.33,43.5,140,160.23,242.22
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Milk and dairy products,A.01.000948,"2,019",98.20,346.14,275.2,25.2,47.5,297.65,848.59,"1,007.25","1,190.44"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Eggs and egg products,A.01.001252,550,26.70,25.37,20.95,4.01,5.31,25,62.43,75,100
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Sugar and confectionary,A.01.001267,"1,796",87.30,31.28,34.3,0.77,2.55,21,93.6,122.3,156.4
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Animal and vegetable fats and oils,A.01.001346,"2,034",98.90,30.64,21.7,4.35,7.5,26.5,71.7,83.86,106.2
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Fruit and vegetable juices,A.01.001394,987,48.00,211.8,196.44,0.54,40.03,162.5,535,675.14,915.64
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"2,041",99.20,"1,087.79",565.31,308.35,450,"1,011.70","2,095.00","2,359.23","2,806.15"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Alcoholic beverages,A.01.001534,979,47.60,455.93,588.91,27.55,54.15,250,"1,745.00","2,240.00","2,900.70"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Drinking water (water without any additives except,A.01.001573,"1,752",85.20,696.22,618.14,37.5,94.17,527.28,"1,937.76","2,287.55","2,631.70"
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Herbs, spices and condiments",A.01.001580,"1,840",89.50,37.54,36.24,3.88,6,27.57,102,133.42,164.14
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Food for infants and small children,A.01.001715,13,0.60,14.62,7.17,1.5,6,15,27,27,27
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Products for special nutritional use,A.01.001748,628,30.50,38.84,111.11,0.4,0.45,1.56,250,450.85,554.9
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Composite food (including frozen products),A.01.001789,"1,597",77.60,153.63,122.04,18.43,30.57,125,388.5,466.64,540.49
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Snacks, desserts, and other foods",A.01.001877,"1,181",57.40,83.95,69.33,9.5,15,72,223.65,255.3,295.8
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Grains and grain-based products,A.01.000001,173,100.00,203.67,79.87,90,119,194,342.15,408.77,447.5
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,162,93.60,163.44,108.61,29.55,49.9,150.22,341.46,398.01,642.94
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Starchy roots and tubers,A.01.000467,137,79.20,130.86,72.55,36.32,50.41,121.84,274.52,343.75,346.43
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Legumes, nuts and oilseeds",A.01.000486,52,30.10,27.37,21.42,2,3.84,25,65.22,68.48,107.07
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Fruit and fruit products,A.01.000544,152,87.90,177.94,130.65,20,34.5,159.58,439.7,525.99,559.96
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Meat and meat products (including edible offal),A.01.000727,169,97.70,120.19,92.66,19.06,32.5,98.33,275.17,327.81,448.99
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,48,27.70,68.51,61.72,4.91,6.05,58,184.5,235.9,262.36
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Milk and dairy products,A.01.000948,169,97.70,313.88,224.13,33,61,275.55,758.55,796.95,966.53
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Eggs and egg products,A.01.001252,59,34.10,26.36,18.77,3.29,6.25,25,63.23,68.75,100
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Sugar and confectionary,A.01.001267,138,79.80,24.42,22.47,0.5,1.63,17.5,75.4,86,103.3
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Animal and vegetable fats and oils,A.01.001346,168,97.10,29.52,16.21,6.55,11.51,25.64,60.6,68.6,75
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Fruit and vegetable juices,A.01.001394,72,41.60,155.11,105.28,0.37,20,158.22,362.5,383.4,483.35
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,173,100.00,982.51,424.35,413.3,533.35,919.15,"1,785.85","1,828.75","2,230.00"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Alcoholic beverages,A.01.001534,107,61.80,302.93,271.64,33,60.15,227.1,977.5,"1,050.00","1,162.50"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Drinking water (water without any additives except,A.01.001573,147,85.00,548.59,457.74,80,112.5,483.4,"1,268.44","1,894.20","2,008.65"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Herbs, spices and condiments",A.01.001580,146,84.40,27.25,23.59,2.45,4.8,21.47,73.22,89.08,117.31
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Products for special nutritional use,A.01.001748,66,38.20,12.6,64.18,0.45,0.5,1.8,12.5,165,500
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Composite food (including frozen products),A.01.001789,129,74.60,176.21,181.61,15.16,28.66,160,429.5,562.12,650
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Snacks, desserts, and other foods",A.01.001877,77,44.50,86.77,61.11,6.25,18.75,75,225,240.3,248.9
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Grains and grain-based products,A.01.000001,450,100.00,205.44,86.87,94.5,109.3,190.38,370.8,405.7,492.65
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,444,98.70,173.92,92.92,38.25,62.5,162.51,346.84,383.32,419.69
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Starchy roots and tubers,A.01.000467,391,86.90,124.52,76.95,37.25,48.36,112.25,262.35,335.71,370.43
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,147,32.70,28.54,31.96,1.2,3.3,19.62,76.22,102.04,122.28
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Fruit and fruit products,A.01.000544,427,94.90,179.7,117.22,25.9,46.15,160,412.2,476.95,532.8
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Meat and meat products (including edible offal),A.01.000727,435,96.70,106.81,60.82,18,34,100,215.15,244.79,269
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,139,30.90,68.57,45.29,15,25,54.4,155.56,186.67,224.72
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Milk and dairy products,A.01.000948,450,100.00,290.37,192.8,26,55.5,278.86,620.75,713.4,877.11
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Eggs and egg products,A.01.001252,151,33.60,27.23,17.27,3.83,5.97,25,50,75,75
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Sugar and confectionary,A.01.001267,404,89.80,27.44,25.63,1.19,3.5,19.5,80.49,96.7,123.9
